18,1,1,12,1
20,1,1,18,1
19,1,1,8,0
19,1,2,12,1
19,1,3,10,1
19,2,2,0,0
19,1,1,13,1
19,2,2,11,1
19,1,2,11,1
19,1,1,13,1
19,1,1,11,1
18,1,2,0,0
18,1,1,9,0
17,2,5,10,1
18,3,3,11,1
17,1,2,13,1
17,1,1,9,0
17,2,2,11,1
17,2,3,15,1
17,2,3,15,1
18,2,2,11,1
17,3,5,16,1
17,5,5,10,1
17,1,3,9,0
17,1,2,14,1
18,2,4,8,0
17,1,1,14,1
18,1,1,0,0
18,1,1,0,0
18,1,1,0,0
17,1,3,15,1
19,1,2,13,1
17,2,3,0,0
18,1,1,17,1
17,2,3,10,1
19,1,3,11,1
18,2,2,0,0
18,1,3,15,1
17,1,2,0,0
18,1,2,10,1
18,2,3,14,1
18,1,2,16,1
18,2,3,9,0
17,1,3,15,1
18,5,5,13,1
19,3,3,8,0
17,2,3,13,1
18,2,3,8,0
19,3,3,8,0
17,1,3,11,1
18,1,1,9,0
17,1,2,13,1
17,1,2,11,1
18,1,2,10,1
18,1,1,16,1
18,1,4,13,1
18,2,3,12,1
18,1,3,10,1
17,1,1,15,1
17,1,2,12,1
18,2,4,10,1
18,2,2,13,1
17,1,2,0,0
18,1,2,10,1
18,4,2,11,1
19,1,1,9,0
18,2,3,12,1
17,1,1,11,1
17,1,3,5,0
18,1,1,19,1
18,1,2,10,1
20,1,1,15,1
18,3,4,10,1
18,1,2,15,1
17,2,3,10,1
18,1,4,14,1
18,1,3,7,0
17,1,1,10,1
19,1,3,0,0
18,4,3,5,0
18,1,3,10,1
18,2,2,6,0
19,1,2,0,0
18,1,1,8,0
18,1,1,0,0
20,4,5,9,0
17,3,4,16,1
21,3,3,7,0
18,3,4,10,1
19,3,3,9,0
